Language,louse,,two,,water,,ear,,die,,I,,liver,,eye,,hand,,hear,,tree,,fish,,"name_(noun,though_some_overlap_with_verb)",,stone,,tooth,,breast,,you_(sing.),,path,,bone,,tongue,,skin,,night,,leaf,,"rain_(vb.,mostly)",,kill_(pl._obj.),,kill_(sing./dual_obj.),,blood,,horn,,person,,knee,,one,,nose,,full,,come,,star,,mountain,,fire,,we,,to_drink,,to_see,,bark(tree),,new,,dog,,sun,,to_fly,,"fat,_grease_(substance)",,moon,,give,,heart,,feather_(not_down),,white,,yellow,,bird,,head,,earth_1_(primarily_mud_clay),,earth_2_(primarily_land _landform_ground_soil_world),,foot,,black,,mouth,,green_blue,,sleep,,what,,root,,claw,,bite,,ash/ashes,,red,,eat,,egg,,who,,dry,,hair,,smoke_(primarily_noun),,not,,this,,seed,,woman,,round,,long,,stand,,good,,man,,cold,,flesh_(meat),,neck,,to_say,,to_burn,,tail,,sand,,that/that_one,,walk,,sit,,many,,all,,know,,cloud,,swim,,belly ,,big,,hot,,lie_(down),,small,
,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa,IPA,tipa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern_Paiute,potsiɑppi,pot\super siAppi,wɑhɑ,wAhA,pɑ̄,p\=A,nɑkkɑ,nAkkA,jɑi | jɑɁi,jAi | jAPi,nɯ,nW,nɯwɯ,nWwW,pu­,pu{\textipa{-}},mɑ­,mA{\textipa{-}},nɑkkɑ,nAkkA,kunu,kunu,pɑkkwi,pAkk\super wi,nɑnijɑnnɑ,nAnijAnnA,tɯpi,tWpi,tɑmɑ,tAmA,,,ɯ,W,po̱,p\=*o,tsihoporo,t\super sihoporo,iko,iko,ppɯhɯ,ppWhW,tokɑ̄no,tok\=Ano,nɑkkɑ,nAkkA,pɑumɑpɑ,pAumApA,kkoi,kkoi,pɑtsɑ,pAt\super sA,pɯ̄,p\=W,ɑ̄,\=A,nɯmɯ,nWmW,miɑwo,miAwo,sɯmɯ,sWmW,mopi,mopi,wɯtsɯmiʔhōʔō,wWt\super sWmiPh\=oP\=o,kkimmɑ,kkimmA,pɑ̄tusupɑ,p\=AtusupA,kɑipɑ,kAipA,ku­,ku{\textipa{-}},ttɑmmi,ttAmmi,hipiu,hipiu,punni,punni,poʔa,poPa,ppɯtɯ,ppWtW,ppukku,ppukku,ttɑpɑ,ttApA,jotsi,jot\super si,juhupi,juhupi,mɯhɑ,mWhA,mɑkkɑ,mAkkA,ppiwɯ,ppiwW,kɑssɑ,kAssA,tohɑ,tohA,ohɑ,ohA,hutsipa,hut\super sipa,ttsopiki,tt\super sopiki,tʃɑ̄kwi,t\super S\=Ak\super wi,jippɯ | ttīppɑ,jippW | tt\={\i}ppA,soko­,soko{\textipa{-}},ttū | ttu | ttuhu,tt\=u | ttu | ttuhu,tɯppɑ,tWppA,puhi | pui,puhi | pui,ɯwi,Wwi,hī,h\={\i},tɯnɑ,tWnA,mɑttˢitu | tˢitu,mAtt\super situ | t\super situ,kkɯi,kkWi,kūtusipɯ,k\=utusipW,ɑtˢɑ̱,At\super s\=*A,ttɯkkɑ,ttWkkA,noho,noho,hɑkɑ,hAkA,pɑsɑ,pAsA,tsopɯhɯ,t\super sopWhW,,,kɑi,kAi,isu | ikiɑ,isu | ikiA,wotɯppɑpui,wotWppApui,mokoʔni,mokoPni,pɑtsiponoɑ,pAt\super siponoA,wɯ­ | utɯ,wW{\textipa{-}} | utW,ʔwɯnɯ,PwWnW,pisɑ,pisA,nɑnɑ,nAnA,nɑʔɯtˢɯssɯ,nAPWt\super sWssW,tuku,tuku,kɑkiɑ,kAkiA,ttɯ̄kkʷi,tt\=Wkk\super wi,nɑi,nAi,kʷɑsi,k\super wAsi,pɑsiwɑpɯ,pAsiwApW,okɑ | osu,okA | osu,nɯmi ,nWmi ,kkɑttɯ,kkAttW,iwɑ,iwA,nōʔju,n\=oPju,mɑjɯ,mAjW,kumiɑ,kumiA,pɑhɑpi,pAhApi,,,ppɑpɑ,ppApA,ɯtɯtɯ ,WtWtW ,hɑpi | ­pokwɑ,hApi | {\textipa{-}}pok\super wA,tɯ̄tsi,t\=Wt\super si
Western_Mono,pusi̱ʔɑ,pus\=*iPA,wɑẖɑi,wA\=*hAi,pɑ̱jɑ,p\=*AjA,nɑ̱kkɑ,n\=*AkkA,tijɑwi­,tijAwi{\textipa{-}},nɯ,nW,nɯ̱wɯ,n\=*WwW,pu̱ssi,p\=*ussi,mɑ̱jɑ,m\=*AjA,nɑ̄qɑ,n\=AqA,wɯnɯ̱̄pɯ,wWn\={\=*W}pW,pɑ̱kkwi,p\=*Akk\super wi,nijɑ,nijA,tɯ̱ppi,t\=*Wppi,tɑ̱wɑ,t\=*AwA,pitsi̱ʔ,pit\super s\=*iP,ɯh,Wh,pōjo,p\=ojo,o̱ho,\=*oho,e̱ko ,\=*eko ,pɯ̱hɯ ,p\=*WhW ,tokɑwɑ̱no,tokAw\=*Ano,kɑ̱sɑ,k\=*AsA,tɯ̄hkwɑ,t\=WhkwA,qoi,qoi,pɑttˢɑ-,pAtt\super sA{\textipa{-}},pɑ̱̄ppi,p\={\=*A}ppi,ɑ̱wɑ,\=*AwA,nɯ̱̄mmɯ ,n\={\=*W}mmW,tɑnɑpo̱to | tɑnopo̱to | tonopo̱to,tAnAp\=*oto | tAnop\=*oto | tonop\=*oto,sɯ̱mɯʔ,s\=*WmWP,mu̱pi,m\=*upi,wɯtsɯɁmi | tujuhɑ,wWt\super sWPmi | tujuhA,kimɑ­,kimA{\textipa{-}},tɑtˢino̱ppɯ,tAt\super sin\=*oppW,tojɑ̱pi,toj\=*Api,ko̱so,k\=*oso,tɑ,tA,hipi­,hipi{\textipa{-}},poni­ | puni­,poni{\textipa{-}} | puni{\textipa{-}},woɁɑ̱hqɑpɯ,woP\=*AhqApW,pɯtɯ,pWtW,pu̱kku,p\=*ukku,tɑtɑ̱pe,tAt\=*Ape,jottˢi­,jott\super si{\textipa{-}},juhu̱pi,juh\=*upi,tɑtɑwɯ̱ʔɑ | tɑtɑmɯ̱ʔɑ,tAtAw\=*WPA | tAtAm\=*WPA,mɑkkɑ­,mAkkA{\textipa{-}},pi̱ju,p\=*iju,kɑ̱sɑ,k\=*AsA,tuttˢitɑ̄ki­,tutt\super sit\=Aki{\textipa{-}},ohopɑnɑki­,ohopAnAki{\textipa{-}},tsīhpɑɁ,ts\={\i}pAP,koh,koh,,,tɯpi̱ppɯ,tWp\=*ippW,kɯ̱kkɯ,k\=*WkkW,tumoʔɑniki­ | tumuʔɑniki­,tumoPAniki{\textipa{-}} | tumuPAniki{\textipa{-}},tɯ̱ppe,t\=*Wppe,puhi,puhi,,,hɑ,hA,,,mɑsi̱to | tɑsi̱to,mAs\=*ito | tAs\=*ito,kɯ̄hni,k\=Whni,e̱hsijɑ,\=*ehsijA,ɑ̱hqɑpono,\=*AhqApono,tɯkkɑ­,tWkkA{\textipa{-}},no̱jo,n\=*ojo,,,pɑsɑ­,pAsA{\textipa{-}},wōh,w\=oh,kuhkuhih,kuhkuhih,kɑ̱tuʔ,k\=*AtuP,,,pu̱ssi,p\=*ussi,,,ɯttɯpponok­,WttWpponok{\textipa{-}},ɯtɯ | ɯtɯ̱ttu | pɑtɑkwɑjɑ,WtW | Wt\=*Wttu | pAtAkwAjA,wɯnɯ­ | jottˢi­,wWnW{\textipa{-}} | jott\super si{\textipa{-}},tˢɑ̱u,t\super s\=*Au,nɑnɑ,nAnA,ɯtˢɯʔɯ̱ttu,Wt\super sWP\=*Wttu,tu̱kku,t\=*ukku,ku̱ttɑ,k\=*uttA,ine | mihē | wɑqɑ | tɯ̄kkwi,ine | mih\=e | wAqA | t\=Wkkwi,,,kʷɑ̱tˢi,k\super w\=*At\super si,pɑsijɑ̱ppɯ,pAsij\=*AppW,u,u,,,qɑttɯ | jɯkkʷi,qAttW | jWkk\super wi,ewɑ,ewA,,,suttɑpɯhɑi | pumɑ̄tˢi­,suttApWhAi | pum\=At\super si{\textipa{-}},pɑkɯnɑ̱ppe | tō̱ppe | tōh ,pAkWn\=*Appe | t\={\=*o}ppe | t\=oh ,pɑhɑpi­,pAhApi{\textipa{-}},qohi,qohi,pɑpɑ,pApA,ɯtɯʔɯ̱ttu ,WtWP\=*Wttu ,hɑpi­,hApi{\textipa{-}},inottsiɁttsiɁ,inott\super sPtt\super siP
"Tümpisa_Shoshone_(Panamint,Koso)",posiɑttsi,posiAtt\super si,wɑhɑ | wɑhɑttɯn,wAhA | wAhAttWn,pɑ̄ | pɑ̄ttsi,p\=A | p\=Att\super si,nɑŋki,nANki,tijɑih,tijAih,nɯ | nɯ̄,nW | n\=W,nɯmɯ | nɯmɯttsi,nWmW | nWmWtt\super si,pui,pui,moɁo | mɑ­,moPo | mA{\textipa{-}},nɑŋkɑh,nANkAh,hū­,h\=u{\textipa{-}},pɑŋwi | peŋwi,pANwi | peNwi,nijɑ | nihɑ,nijA | nihA,tɯmpin,tWmpin,tɑmɑn,tAmAn,pitsi,pit\super si,ɯmmi | ɯ̄,Wmmi | \=W,poʔe | poʔettˢi | poʔi ,poPe | poPett\super si | poPi ,tˢuhmippɯh | tˢuhnippɯh ,t\super suhmippWh | t\super suhnippWh ,ekon | okon ,ekon | okon ,pɯhɯ | pɯhɯttˢi,pWhW | pWhWtt\super si,tukʷɑnni | tukʷɑwɑni ,tuk\super wAnni | tuk\super wAwAni ,pisi | pisittsi,pisi | pisitt\super si,ɯmɑ | ɯŋʷɑ ,WmA | WN\super wA ,,,pɑkkɑh,pAkkAh,pɑoppi,pAoppi,ɑ̄mɑ | ɑ̄mɑppɯh,\=AmA | \=AmAppWh,nɯmɯ,nWmW,tɑŋɑppɯh,tANAppWh,sɯmɯttɯn,sWmWttWn,mupin,mupin,wɯtsɯwitɑippɯh | tɯppekɯɑh | tɯppekɯɑtɑippɯh,wWt\super sWwitAippWh | tWppekWAh | tWppekWAtAippWh,kimmɑ,kimmA,tɑtˢiumpi,tAt\super siumpi,kɑi | tojɑpi | tojɑpin,kAi | tojApi | tojApin,kottō,kott\=o,tɑmmɯ,tAmmW,hipi,hipi,puni,puni,poʔɑ | poʔɑttˢi,poPA | poPAtt\super si,ɯkɯ,WkW,puŋku,puNku,tɑpe | tɑpettˢi | tɑpɑi | tɑpɑittˢi,tApe | tApett\super si | tApAi | tApAitt\super si,jɯtˢɯ,jWt\super sW,juhupin,juhupin,mɯɑ | mɯɑttˢi,mWA | mWAtt\super si,mɑkɑn | mɑkɑ,mAkAn | mAkA,pihwɯn,pihwWn,pɯhɯ(ttˢi),pWhW | pWhWtt\super si,tosɑpi(tɯn),tosApi | tosApitWn,oɑppɯh | oɑppi,oAppWh | oAppi,huittˢu,huitt\super su,pɑmpi | tˢo­,pAmpi | t\super so{\textipa{-}},pɑsɑkkʷinɑppɯh,pAsAkk\super winAppWh,sokopin | tɯpi(ppɯh),sokopin | tWpi | tWpippWh,nɑmpe,nAmpe,tū,t\=u,tɯmpe,tWmpe,puhipi(tɯn) | sɑkʷɑ̄pi(tɯn),puhipi | puhipitWn | sAk\super w\=Api | sAk\super w\=ApitWn,ɯppɯih,WppWih,hī,h\={\i},nɑttusuʔumpi | nɑttɑsuʔumpi,nAttusuPumpi | nAttAsuPumpi,mɑsitu | mɑsitunttˢi | tɑsitun | tɑsitunttˢi,mAsitu | mAsituntt\super si | tAsitun | tAsituntt\super si,kɯttˢiʔɑh,kWtt\super siPAh,kuttuhupin,kuttuhupin,ɑŋkɑpi(tɯn),ANkApi | ANkApitWn,tɯkkɑh,tWkkAh,nojopin,nojopin,hɑkɑtɯn | hɑkkɑ,hAkAtWn | hAkkA,pɑsɑ,pAsA,tsoppippɯh |  pɑmpi | pɑmpippɯh | pɯhɯ | pɯhɯtsih,t\super soppippWh |  pAmpi | pAmpippWh | pWhW | pWhWt\super sih,kukkʷīppɯh | kukkʷīppi,kukk\super w\={\i}ppWh | kukk\super w\={\i}ppi,ke | kē,ke | k\=e,si­ | sitɯ,si{\textipa{-}} | sitW,pehe | pehettsi | tɯpe,pehe | pehett\super si | tWpe,wɑɁippɯ | nɑwipin | nɑwipinttsi,wAPippW | nAwipin | nAwipintt\super si,ponottˢi,ponott\super si,kɯpɯtɑppi,kWpWtAppi,wɯnɯ,wWnW,tˢɑo,t\super sAo,tɑŋummɯ | tɑŋʷɑmmɯ,tANummW | tAN\super wAmmW,ɯitˢɯʔin,Wit\super sWPin,tukkuɑ(ttˢi) | tukkuɑpin,tukkuA | tukkuAtt\super si | tukkuApin,kutɑn,kutAn,tɯtīŋwɑ,tWt\={\i}NwA,kottō,kott\=o,kʷɑsi(ttˢi),k\super wAsi | k\super wAsitt\super si,pɑsiŋompin | pɑsiŋʷɑmpin,pAsiNompin | pAsiN\super wAmpin,sɑ­ | sɑtɯ,sA{\textipa{-}} | sAtW,miʔɑ | miɑ | miʔɑh | nɯmmi,miPA | miA | miPAh | nWmmi,kɑtɯ | jɯkʷi,kAtW | jWk\super wi,soʔo,soPo,sɯmɯsɯ | wɯmm | ojōntɯ | ojōntɯsɯ,sWmWsW | wWmm | oj\=ontW | oj\=ontWsW,sumpɑnɑi,sumpAnAi,pɑkɯ̄nɑpɯh ,pAk\=WnApWh ,nokoitsoih,nokoit\super soih,puno | sɑppɯh ,puno | sAppWh ,piɑ ,piA ,ɯtɯin,WtWin,hɑpi,hApi,tɯtɯttˢittˢi ,tWtWtt\super sitt\super si 
Big_Smokey_Valley_Shoshone,posiɑ,posiA,wɑɑtɯn,wAAtWn,pɑ̄,p\=A,nɑinki | nenki,nAinki | nenki,tiɑih,tiAih,nɯ,nW,nɯmɯn,nWmWn,puih,puih,mɑ­ | mō | moʔo,mA{\textipa{-}} | m\=o | moPo,nɑnkɑh,nAnkAh,hūppin | sohopin,h\=uppin | sohopin,penkwi,penk\super wi,nɑtɑppiniɑppɯh,nAtAppiniAppWh,tɯmpin,tWmpin,tɑmɑn,tAmAn,pitsi,pit\super si,ɯnnɯn | ɯmmi,WnnWn | Wmmi,poʔɑi | poʔe ,poPAi | poPe ,tˢuhni,t\super suhni,ɑikon | ekon ,Aikon | ekon ,pɯhɯ,pWhW,tukɑnippɯh,tukAnippWh,sɯki,sWki,ɯmɑ | pɑ̄ʔɯmɑ ,WmA | p\=APWmA ,wɑsɯ | kwɑsɯ,wAsW | k\super wAsW,pekkɑh | pɑikkɑh,pekkAh | pAikkAh,pɯ̄ppin ,p\=Wppin,ɑ̄n,\=An,nɯmɯ,nWmW,tɑnkɑppɯh | tɑnkɑppi,tAnkAppWh | tAnkAppi,sɯmmɯ,sWmmW,mupin,mupin,,,kimmɑ,kimmA,tɑtˢiʔɯmpin,tAt\super siPWmpin,tojɑpin,tojApin,ku­ | kottōh,ku{\textipa{-}} | kott\=oh,tɑmmɯn,tAmmWn,hipi,hipi,puni,puni,poʔɑn | poɑn | pohon,poPAn | poAn | pohon,ɯkɯ,WkW,punku | sɑtī,punku | sAt\={\i},tɑpɑi,tApAi,jɯtˢɯ,jWt\super sW,juhupin,juhupin,mɯɑ,mWA,mɑkɑ,mAkA,pihjɯn,pihjWn,kɑsɑ | pɯ̄sippɯh,kAsA | p\=WsippWh,tosɑ,tosA,ohwɑ | ohɑ | oɑ,ohwA | ohA | oA,huittˢū,huitt\super s\=u,pɑmpi | tˢo­,pAmpi | t\super so{\textipa{-}},pɑkkʷinɑppɯh | pɑsɑkkʷinɑppɯh,pAkk\super winAppWh | pAsAkk\super winAppWh,sokopin | sokoppɯh | tɯpiɑ,sokopin | sokoppWh | tWpiA,nɑmpɑi,nAmpAi,tū,t\=u,tɯmpɑi,tWmpAi,pui,pui,ɯppɯih,WppWih,hīn | hinnɑ,h\={\i}n | hinnA,tɯntɑnɑ | tɯtɑnɑ,tWntAnA | tWtAnA,mɑsitun | mɑsittun | tɑsittun,mAsitun | mAsittun | tAsittun,kɯttˢiʔɑh | kɯkkɑʔɑh,kWtt\super siPAh | kWkkAPAh,kuttˢɑ | kuttˢɑppɯh | kuttuttˢɑppɯh,kutt\super sA | kutt\super sAppWh | kuttutt\super sAppWh,ɑinkɑ­ | enkɑ­,AinkA{\textipa{-}} | enkA{\textipa{-}},tɯkkɑh,tWkkAh,nojo,nojo,hɑkɑtɯn,hAkAtWn,pɑsɑ,pAsA,wɯɑppɯh | pɑmpiwɯɑppɯh,wWAppWh | pAmpiwWAppWh,kukkʷippɯh | kʷippɯh,kukk\super wippWh | k\super wippWh,ke,ke,sitɯn,sitWn,pɑhɑi | pɑhe | pehe,pAhAi | pAhe | pehe,hɯpi | wɑʔippɯ | wɑippɯ,hWpi | wAPippW | wAippW,pono,pono,kɯppɑtɑ,kWppAtA,wɯnɯ | jɯtˢɯ ,wWnW | jWt\super sW ,tˢɑ̄n­,t\super s\=An{\textipa{-}},tenkwɑn | tenkwɑppɯ,tenk\super wAn | tenk\super wAppW,ɯutˢɯi,Wut\super sWi,tukku,tukku,tojompɯh | kutɑ,tojompWh | kutA,jɯkʷi,jWk\super wi,kottōh,kott\=oh,kʷɑisi | kʷesi,k\super wAisi | k\super wesi,pɑsiɑmpin,pAsiAmpin,utɯn,utWn,miɑ | nɯmih,miA | nWmih,kɑtɯ | jɯkʷi,kAtW | jWk\super wi,sōn,s\=on,ojōn,oj\=on,sumɑnɑih ,sumAnAih ,pɑkɯnɑppɯh | tonnoppɯh | tohoppɯh ,pAkWnAppWh | tonnoppWh | tohoppWh ,pɑhɑpi | pɑnuɑh,pAhApi | pAnuAh,sɑppɯh ,sAppWh ,piɑ ,piA ,ɯtɯi,WtWi,hɑpi ,hApi ,tɯ­ | tɯtɯn,tW{\textipa{-}} | tWtWn 
Western_Shoshone,pusiɑ | pusiɑttsi | posiɑ | posiɑttsi,pusiA | pusiAtt\super si | posiA | posiAtt\super si,wɑhɑttɯn,wAhAttWn,pɑ̄,p\=A,nɑnki | nenki,nAnki | nenki,tijeh,tijeh,nɯ,nW,nɯwɯn,nWwWn,puih,puih,mɑ­,mA{\textipa{-}},nɑnkɑ,nAnkA,sɯnnɑpim,sWnnApim,penkwi,penk\super wi,nihɑ | nihjɑ,nihA | nihjA,tɯmpin,tWmpin,tɑmɑn,tAmAn,pitsi,pit\super si,ɯm | ɯn,Wm | Wn,poʔi ,poPi ,tˢuhni,t\super suhni,ekon ,ekon ,pɯhɯ,pWhW,tukɑ ,tukA,sɯki,sWki,ɯmɑ | pɑʔɯmɑh ,WmA | pAPWmAh ,wɑsɯ,wAsW,pekkɑh,pekkAh,pɯ̄ppin ,p\=Wppin,ɑ̄n,\=An,nɯmɯ | nɯwɯ,nWmW | nWwW,tɑnkɑppɯh | tɑnnɑppɯh,tAnkAppWh | tAnnAppWh,sɯmmɯ,sWmmW,mupin,mupin,,,kimmɑ,kimmA,,,tojɑ | tojɑpin,tojA | tojApin,kottōh,kott\=oh,tɑmmɯ,tAmmW,hipi,hipi,punni,punni,poʔɑn,poPAn,ɯkɯ | ɯkɯpittsɯh,WkW | WkWpitt\super sWh,punku | sɑtɯ̄,punku | sAt\=W,tɑpe,tApe,jɯtˢɯ,jWt\super sW,juhu,juhu,mɯɑ | mɯʔɑ,mWA | mWPA,mɑkɑ,mAkA,pihjɯn,pihjWn,kɑsɑ,kAsA,tosɑkeh,tosAkeh,ohɑppihtɯn,ohAppihtWn,huittˢū,huitt\super s\=u,tso­,t\super so{\textipa{-}},pɑsɑkʷinɑppɯh,pAsAk\super winAppWh,sokopin | sokoppɯh | tɯpiɑ ,sokopin | sokoppWh | tWpiA ,nɑmpe,nAmpe,tū,t\=u,tɯmpe,tWmpe,puike,puike,ɯppɯih,WppWih,hīn,h\={\i}n,nɑttɑhsuʔun,nAttAhsuPun,mɑsiton | tɑsiton,mAsiton | tAsiton,kɯkkɑʔɑh,kWkkAPAh,kusippɯh,kusippWh,enkɑpihtɯn,enkApihtWn,tɯkkɑh,tWkkAh,nojo,nojo,hɑkɑtɯn,hAkAtWn,pɑsɑ,pAsA,pɑmpi,pAmpi,kʷīppɯh,k\super w\={\i}ppWh,ke,ke,itɯn,itWn,pehe,pehe,wɑʔippɯ,wAPippW,pono,pono,,,wɯnɯ | jɯtˢɯ ,wWnW | jWt\super sW ,tˢɑʔi,t\super sAPi,tennɑ,tennA,ɯitˢɯʔin,Wit\super sWPin,tukku,tukku,tojon,tojon,jɯkʷi | nīkʷi | tɯɑhweh | tɯʔɑhweh,jWk\super wi | n\={\i}k\super wi | tWAhweh | tWPAhweh,kottōh,kott\=oh,kʷɑsi,k\super wAsi,pɑsiwompin,pAsiwompin,sutɯn,sutWn,miʔɑh | miɑh | nɯmi,miPAh | miAh | nWmi,kɑtɯ | jɯkʷi,kAtW | jWk\super wi,sōn,s\=on,ojoku,ojoku,sumpɑnɑʔih(kɑn),sumpAnAPih | sumpAnAPihkAn,pɑkɯnɑppɯh | tōppɯh ,pAkWnAppWh | t\=oppWh ,pɑhɑpi,pAhApi,punu | sɑppɯh ,punu | sAppWh ,piɑtti ,piAtt\super Si ,ɯtɯin,WtWin,hɑpi ,hApi ,tɯiku ,tWiku 
Shoshone,posiɑttsih,posiAtt\super sih,wɑhɑttɯwɯh,wAhAttWwWh,pɑ̄,p\=A,nenkih,nenkih,tiɑi | tie,tiAi | tie,nɯ,nW,nɯwɯn,nWwWn,puih,puih,mɑ­,mA{\textipa{-}},nɑnkɑ,nAnkA,sohopin,sohopin,penkwi,penk\super wi,nihɑ | nihjɑ,nihA | nihjA,tɯmpin,tWmpin,tɑmɑn,tAmAn,pitsi,pit\super si,ɯnnɯ,WnnW,poʔɑi | poɑi | poʔe | poe ,poPAi | poAi | poPe | poe ,tˢuhni,t\super suhni,ekon ,ekon ,pɯhɯ,pWhW,tukɑni ,tukAni ,sɯki,sWki,ɯmɑ | pɑɯmɑ ,WmA | pAWmA ,,,pekkɑ,pekkA,pɯ̄ppin ,p\=Wppin,ɑ̄n,\=An,nɯwɯ,nWmW,tɑnkɑppɯh | tɑnnɑppɯh,tAnkAppWh | tAnnAppWh,sɯmmɯ,sWmmW,mupin,mupin,tɯppe,tWppe,kimmɑ,kimmA,tɑtˢɯʔɯmpin,tAt\super sWPWmpin,tojɑpin,tojApin,ku­ | kottō,ku{\textipa{-}} | kott\=o,tɑmmɯn,tAmmWn,hipi,hipi,puni,puni,poʔɑn | poɑn,poPAn | poAn,ɯkɯ,WkW,punku | sɑtī,punku | sAt\={\i},tɑpɑi | tɑpe,tApAi | tApe,jɯtˢɯ,jWt\super sW,juhu,juhu,mɯɑ,mWA,mɑkɑ,mAkA,pihjɯn,pihjWn,kɑsɑ | siɑpin | siɑpinttɑ,kAsA | siApin | siApinttA,tosɑ,tosA,oɑ,oA,huittˢū,huitt\super s\=u,ku­ | pɑmpi | tˢo­,ku{\textipa{-}} | pAmpi | t\super so{\textipa{-}},pɑtɯkuttɑ,pAttWkuttA,sokoppɯh | tɯpiɑ,sokoppWh | tWpiA,nɑmpɑi | nɑmpe,nAmpAi | nAmpe,tūn | tū,t\=un | t\=u,tɯmpɑi | tɯmpe,tWmpAi | tWmpe,pui,pui,ɯppɯi | ɯkkoi,WppWi | Wkkoi,hinɑ | hīn,hinA | h\={\i}n,tɯtɯnɑ,tWtWnA,mɑsiton | tɑsiton,mAsiton | tAsiton,kɯ­,kW{\textipa{-}},kusippɯh | kuttuhsippɯh,kusippWh | kuttuhsippWh,enkɑ,enkA,tɯkkɑ,tWkkA,nojo,nojo,hɑkkɑi | hɑkke,hAkkAi | hAkke,pɑsɑ,pAsA,pɑmpin | pɯhɯ,pAmpin | pWhW,kʷīppɯh | kukkʷīppɯh,k\super w\={\i}ppWh | kukk\super w\={\i}ppWh,ke,ke,sitɯn,sitWn,pehe,pehe,wɑʔippɯ | hɯpi,wAPippW | hWpi,pono,pono,kɯpɑtɑ,kWpAtA,wɯnɯ | jɯtˢɯ ,wWnW | jWt\super sW ,tˢɑ̄,t\super s\=A,tenkʷɑ | tennɑ,tenk\super wA | tennA,ɯitˢɯi | sɯ­,Wit\super sWi | sW{\textipa{-}},tukku,tukku,kutɑ,kutA,jɯkʷi | nīkʷi | tɯɑhwɑi | tɯɑhwe,jWk\super wi | n\={\i}k\super wi | tWAhwAi | tWAhwe,kottō,kott\=o,kʷɑisi | kʷesi,k\super wAisi | k\super wesi,pɑsiwɑpin,pAsiwApin,utɯn,utWn,miɑ | nɯmi,miA | nWmi,kɑtɯ | jɯkʷi,kAtW | jWk\super wi,sōn,s\=on,ojōn,oj\=on,sumpɑnɑi ,sumpAnAi ,pɑkɯnɑppɯh ,pAkWnAppWh ,pɑhɑpi,pAhApi,sɑppɯh ,sAppWh ,piɑ ,piA ,ɯtɯi ,WtWi ,hɑpi ,hApi ,tɯeh,tWeh
